companyName;link
producthunt.com;http://res.cloudinary.com/dhihbdbbw/image/upload/v1554824796/producthunt.com.png.png
elegantthemes.com;http://res.cloudinary.com/dhihbdbbw/image/upload/v1554824818/elegantthemes.com.png.png
